[0509/103511.694:WARNING:render_frame_host_impl.cc(2751)] OnDidStopLoading was called twice.
[0509/162558.895:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/162558.895:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/162558.895:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/162558.896:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/162558.897:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/162558.898:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/162558.899:INFO:CONSOLE(118)] "Wed May 09 2018 16:25:58 GMT-0500 (Central Daylight Time) | sip.ua | user requested startup...", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/162558.899:INFO:CONSOLE(118)] "Wed May 09 2018 16:25:58 GMT-0500 (Central Daylight Time) | sip.transport | connecting to WebSocket wss://endpoint.twilio.com", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/162559.111:INFO:CONSOLE(118)] "Wed May 09 2018 16:25:59 GMT-0500 (Central Daylight Time) | sip.transport | WebSocket wss://endpoint.twilio.com connected", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/162559.117:INFO:CONSOLE(118)] "Wed May 09 2018 16:25:59 GMT-0500 (Central Daylight Time) | sip.ua | connection state set to 0", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/162559.128:WARNING:delay_based_bwe.cc(311)] BWE Setting start bitrate to: 300000
[0509/162559.139:WARNING:mediasession.cc(353)] Duplicate id found. Reassigning from 104 to 127
[0509/162559.139:WARNING:mediasession.cc(353)] Duplicate id found. Reassigning from 106 to 125
[0509/162559.139:WARNING:mediasession.cc(353)] Duplicate id found. Reassigning from 103 to 124
[0509/162559.139:WARNING:mediasession.cc(353)] Duplicate id found. Reassigning from 105 to 123
[0509/162559.185:INFO:CONSOLE(118)] "Wed May 09 2018 16:25:59 GMT-0500 (Central Daylight Time) | sip.transport | sending WebSocket message:

INVITE sip:orchestrator@endpoint.twilio.com SIP/2.0
Via: SIP/2.0/WSS 0kkuugdjkjc6.invalid;branch=z9hG4bK31707
Max-Forwards: 70
To: <sip:orchestrator@endpoint.twilio.com>
From: <sip:dd01a195-acc0-4829-84a8-e5c2316778b7@endpoint.twilio.com>;tag=3h0pob7nth
Call-ID: itll7qifs1ldgqg6mnbg
CSeq: 2381 INVITE
X-Twilio-AccessToken: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsImN0eSI6InR3aWxpby1mcGE7dj0xIn0.eyJpc3MiOiJTSzI2YTVhZDU4ZmU2N2NkNDE5MmNhZjlkNDljMTFlMTYwIiwiZXhwIjoxNTI1OTA0NzU3LCJqdGkiOiJTSzI2YTVhZDU4ZmU2N2NkNDE5MmNhZjlkNDljMTFlMTYwLTE1MjU5MDExNTciLCJzdWIiOiJBQ2ZhZWFmNTY4MWE0YjI3ZTA0ODk2YzhkNTdiN2E4MjliIiwiZ3JhbnRzIjp7ImlkZW50aXR5IjoiQmhhbnVTaHJlZSIsInZpZGVvIjp7InJvb20iOiIifX19.Hf3jFqbC93jSUtNt5himfkL-8OhBvik29lw-shP0FMM
Session-Expires: 120
Contact: <sip:roq98ofc@0kkuugdjkjc6.invalid;transport=wss;ob>
Allow: ACK,CANCEL,INVITE,MESSAGE,BYE,OPTIONS,INFO,NOTIFY,REFER
Supported: outbound, room-signaling, timer
User-Agent: SIP.js/0.7.7
Content-Type: application/room-signaling+json
Content-Length: 4596

{"peer_connections":[{"description":{"type":"offer","revision":1,"sdp":"v=0\r\no=- 8648343863109883891 2 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=group:BUNDLE audio video\r\na=msid-semantic: WMS 45ec984d-d0c5-48bd-aa5b-d4502fceb63d\r\nm=audio 9 UDP/TLS/RTP/SAVPF 111 103 104 9 0 8 106 105 13 110 112 113 126\r\nc=IN IP4 0.0.0.0\r\na=rtcp:9 IN IP4 0.0.0.0\r\na=ice-ufrag:LPcR\r\na=ice-pwd:GrxK2ZHnLjGXh87qULZsG7fO\r\na=ice-options:trickle\r\na=fingerprint:sha-256 AF:3C:9E:5A:54:93:EB:26:D1:9D:05:27:BE:E8:BF:11:B4:C0:94:5F:96:11:8C:FC:7D:C1:EA:C6:E8:2E:D1:0B\r\na=setup:actpass\r\na=mid:audio\r\na=extmap:1 urn:ietf:params:rtp-hdrext:ssrc-audio-level\r\na=sendrecv\r\na=rtcp-mux\r\na=rtpmap:111 opus/48000/2\r\na=rtcp-fb:111 transport-cc\r\na=fmtp:111 minptime=10;useinbandfec=1\r\na=rtpmap:103 ISAC/16000\r\na=rtpmap:104 ISAC/32000\r\na=rtpmap:9 G722/8000\r\na=rtpmap:0 PCMU/8000\r\na=rtpmap:8 PCMA/8000\r\na=rtpmap:106 CN/32000\r\na=rtpmap:105 CN/16000\r\na=rtpmap:13 CN/8000\r\na=rtpmap:110 telephone-event/48000\r\na=rtpmap:112 telephone-event/32000\r\na=rtpmap:113 telephone-event/16000\r\na=rtpmap:126 telephone-event/8000\r\na=ssrc:309798915 cname:mTEUVAgDUVUwT+KO\r\na=ssrc:309798915 msid:45ec984d-d0c5-48bd-aa5b-d4502fceb63d 211f8554-d292-4244-8584-0661cdbbd1c8\r\na=ssrc:309798915 mslabel:45ec984d-d0c5-48bd-aa5b-d4502fceb63d\r\na=ssrc:309798915 label:211f8554-d292-4244-8584-0661cdbbd1c8\r\nm=video 9 UDP/TLS/RTP/SAVPF 96 97 99 101 124 123 107 98 100 102 127 125 108\r\nc=IN IP4 0.0.0.0\r\na=rtcp:9 IN IP4 0.0.0.0\r\na=ice-ufrag:LPcR\r\na=ice-pwd:GrxK2ZHnLjGXh87qULZsG7fO\r\na=ice-options:trickle\r\na=fingerprint:sha-256 AF:3C:9E:5A:54:93:EB:26:D1:9D:05:27:BE:E8:BF:11:B4:C0:94:5F:96:11:8C:FC:7D:C1:EA:C6:E8:2E:D1:0B\r\na=setup:actpass\r\na=mid:video\r\na=extmap:2 urn:ietf:params:rtp-hdrext:toffset\r\na=extmap:3 http://www.webrtc.org/experiments/rtp-hdrext/abs-send-time\r\na=extmap:4 urn:3gpp:video-orientation\r\na=extmap:5 http://www.ietf.org/id/draft-holmer-rmcat-transport-wide-cc-extensions-01\r\na=extmap:6 http://www.webrtc.org/experiments/rtp-hdrext/playout-delay\r\na=extmap:7 http://www.webrtc.org/experiments/rtp-hdrext/video-content-type\r\na=extmap:8 http://www.webrtc.org/experiments/rtp-hdrext/video-timing\r\na=sendrecv\r\na=rtcp-mux\r\na=rtcp-rsize\r\na=rtpmap:96 VP8/90000\r\na=rtcp-fb:96 goog-remb\r\na=rtcp-fb:96 transport-cc\r\na=rtcp-fb:96 ccm fir\r\na=rtcp-fb:96 nack\r\na=rtcp-fb:96 nack pli\r\na=rtpmap:97 rtx/90000\r\na=fmtp:97 apt=96\r\na=rtpmap:98 VP9/90000\r\na=rtcp-fb:98 goog-remb\r\na=rtcp-fb:98 transport-cc\r\na=rtcp-fb:98 ccm fir\r\na=rtcp-fb:98 nack\r\na=rtcp-fb:98 nack pli\r\na=rtpmap:99 rtx/90000\r\na=fmtp:99 apt=98\r\na=rtpmap:100 H264/90000\r\na=rtcp-fb:100 goog-remb\r\na=rtcp-fb:100 transport-cc\r\na=rtcp-fb:100 ccm fir\r\na=rtcp-fb:100 nack\r\na=rtcp-fb:100 nack pli\r\na=fmtp:100 level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=420032\r\na=rtpmap:101 rtx/90000\r\na=fmtp:101 apt=100\r\na=rtpmap:102 H264/90000\r\na=rtcp-fb:102 goog-remb\r\na=rtcp-fb:102 transport-cc\r\na=rtcp-fb:102 ccm fir\r\na=rtcp-fb:102 nack\r\na=rtcp-fb:102 nack pli\r\na=fmtp:102 level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=4d0032\r\na=rtpmap:124 rtx/90000\r\na=fmtp:124 apt=102\r\na=rtpmap:127 H264/90000\r\na=rtcp-fb:127 goog-remb\r\na=rtcp-fb:127 transport-cc\r\na=rtcp-fb:127 ccm fir\r\na=rtcp-fb:127 nack\r\na=rtcp-fb:127 nack pli\r\na=fmtp:127 level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=640032\r\na=rtpmap:123 rtx/90000\r\na=fmtp:123 apt=127\r\na=rtpmap:125 red/90000\r\na=rtpmap:107 rtx/90000\r\na=fmtp:107 apt=125\r\na=rtpmap:108 ulpfec/90000\r\na=ssrc-group:FID 424713487 388160506\r\na=ssrc:424713487 cname:mTEUVAgDUVUwT+KO\r\na=ssrc:424713487 msid:45ec984d-d0c5-48bd-aa5b-d4502fceb63d 27b02baa-72fb-4286-9a9b-c14e04733fb5\r\na=ssrc:424713487 mslabel:45ec984d-d0c5-48bd-aa5b-d4502fceb63d\r\na=ssrc:424713487 label:27b02baa-72fb-4286-9a9b-c14e04733fb5\r\na=ssrc:388160506 cname:mTEUVAgDUVUwT+KO\r\na=ssrc:388160506 msid:45ec984d-d0c5-48bd-aa5b-d4502fceb63d 27b02baa-72fb-4286-9a9b-c14e04733fb5\r\na=ssrc:388160506 mslabel:45ec984d-d0c5-48bd-aa5b-d4502fceb63d\r\na=ssrc:388160506 label:27b02baa-72fb-4286-9a9b-c14e04733fb5\r\n"},"id":"d059ad00-4ab2-4647-b89d-331ca7938fdf"}],"name":"","participant":{"revision":1,"tracks":[{"enabled":true,"id":"211f8554-d292-4244-8584-0661cdbbd1c8","kind":"audio","name":"211f8554-d292-4244-8584-0661cdbbd1c8"},{"enabled":true,"id":"27b02baa-72fb-4286-9a9b-c14e04733fb5","kind":"video","name":"27b02baa-72fb-4286-9a9b-c14e04733fb5"}]},"type":"connect","version":1}
", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/162559.187:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/162559.190:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/162559.424:INFO:CONSOLE(118)] "Wed May 09 2018 16:25:59 GMT-0500 (Central Daylight Time) | sip.transport | received WebSocket text message:

SIP/2.0 100 Trying
CSeq: 2381 INVITE
Call-ID: itll7qifs1ldgqg6mnbg
From: <sip:dd01a195-acc0-4829-84a8-e5c2316778b7@endpoint.twilio.com>;tag=3h0pob7nth
To: <sip:orchestrator@endpoint.twilio.com>
Via: SIP/2.0/WSS 127.0.0.1:58216;branch=z9hG4bK31707;rport=58216
Server: Twilio
Content-Length: 0


", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/162559.532:INFO:CONSOLE(118)] "Wed May 09 2018 16:25:59 GMT-0500 (Central Daylight Time) | sip.transport | received WebSocket text message:

SIP/2.0 200 OK
CSeq: 2381 INVITE
Call-ID: itll7qifs1ldgqg6mnbg
From: <sip:dd01a195-acc0-4829-84a8-e5c2316778b7@endpoint.twilio.com>;tag=3h0pob7nth
To: <sip:orchestrator@endpoint.twilio.com>;tag=80305143_6772d868_43fa031d-8289-41ca-9bc8-d724772aebee
Via: SIP/2.0/WSS 127.0.0.1:58216;branch=z9hG4bK31707;rport=58216
Server: Twilio
Contact: <sip:172.18.23.150:443;transport=wss>
Supported: room-signaling
Require: timer
Session-Expires: 120;refresher=uac
Content-Type: application/room-signaling+json
X-Twilio-CallSid: CAb95311787cb181c768bc2f3886b29a09
X-Twilio-LegInfo: external
X-Twilio-TlsVerify: true
Content-Length: 3094

{"version":1,"type":"connected","peer_connections":[{"id":"d059ad00-4ab2-4647-b89d-331ca7938fdf","description":{"type":"answer","sdp":"v=0\r\no=- 3734889959 3734889959 IN IP4 0.0.0.0\r\ns=VM92839d6448285c98877524d224620251\r\nt=0 0\r\na=ice-lite\r\na=msid-semantic: WMS *\r\na=group:BUNDLE audio video\r\nm=audio 18294 UDP/TLS/RTP/SAVPF 111 0\r\nc=IN IP4 172.18.5.26\r\na=extmap:1 urn:ietf:params:rtp-hdrext:ssrc-audio-level\r\na=rtcp:18294 IN IP4 172.18.5.26\r\na=rtpmap:111 opus/48000/2\r\na=rtpmap:0 PCMU/8000\r\na=fmtp:111 minptime=10;useinbandfec=1\r\na=candidate:1 1 UDP 2013266431 fe80::849:f9ff:fe5a:a862 12875 typ host\r\na=candidate:2 1 UDP 2013266430 34.203.254.139 18294 typ host\r\na=candidate:1 2 UDP 2013266430 fe80::849:f9ff:fe5a:a862 18516 typ host\r\na=candidate:2 2 UDP 2013266429 34.203.254.139 15902 typ host\r\na=rtcp-mux\r\na=setup:active\r\na=mid:audio\r\na=recvonly\r\na=ice-ufrag:5UTg\r\na=ice-pwd:7DRPE5LbWxuEobbF8SHCX2\r\na=fingerprint:sha-256 25:C3:4F:AB:C5:38:85:F4:6F:98:C6:2B:10:68:AF:DE:85:E6:BB:8D:35:9C:6D:FD:6B:00:E3:9E:6F:45:12:56\r\nm=video 18294 UDP/TLS/RTP/SAVPF 96\r\nc=IN IP4 172.18.5.26\r\na=extmap:3 http://www.webrtc.org/experiments/rtp-hdrext/abs-send-time\r\na=rtcp:18294 IN IP4 172.18.5.26\r\na=rtpmap:96 VP8/90000\r\na=rtcp-fb:96 goog-remb\r\na=rtcp-fb:96 ccm fir\r\na=rtcp-fb:96 nack\r\na=rtcp-fb:96 nack pli\r\na=candidate:1 1 UDP 2013266431 fe80::849:f9ff:fe5a:a862 12875 typ host\r\na=candidate:2 1 UDP 2013266430 34.203.254.139 18294 typ host\r\na=candidate:1 2 UDP 2013266430 fe80::849:f9ff:fe5a:a862 18516 typ host\r\na=candidate:2 2 UDP 2013266429 34.203.254.139 15902 typ host\r\na=rtcp-mux\r\na=setup:active\r\na=mid:video\r\na=recvonly\r\na=ice-ufrag:5UTg\r\na=ice-pwd:7DRPE5LbWxuEobbF8SHCX2\r\na=fingerprint:sha-256 25:C3:4F:AB:C5:38:85:F4:6F:98:C6:2B:10:68:AF:DE:85:E6:BB:8D:35:9C:6D:FD:6B:00:E3:9E:6F:45:12:56\r\n","revision":1}}],"sid":"RMb2a41e761e3c70fdf71a83bbc20f227a","name":"RMb2a41e761e3c70fdf71a83bbc20f227a","participant":{"sid":"PAb67a11d1311fbf4189a59256d7799ddf","identity":"BhanuShree","tracks":[{"kind":"audio","priority":"medium","id":"211f8554-d292-4244-8584-0661cdbbd1c8","enabled":true,"sid":"MTa46a72348c55d0e8c2e8d0ede3d3f7de","name":"211f8554-d292-4244-8584-0661cdbbd1c8","state":"ready"},{"kind":"video","priority":"medium","id":"27b02baa-72fb-4286-9a9b-c14e04733fb5","enabled":true,"sid":"MT0c20c1895f0c2a56fd66038639f154f9","name":"27b02baa-72fb-4286-9a9b-c14e04733fb5","state":"ready"}],"revision":1,"state":"connected"},"participants":[],"recording":{"enabled":true,"revision":1},"subscribe":{"revision":1,"unsubscribe":[]},"subscribed":{"revision":1,"tracks":[]},"published":{"revision":1,"tracks":[{"kind":"audio","priority":"medium","id":"211f8554-d292-4244-8584-0661cdbbd1c8","enabled":true,"sid":"MTa46a72348c55d0e8c2e8d0ede3d3f7de","name":"211f8554-d292-4244-8584-0661cdbbd1c8","state":"ready"},{"kind":"video","priority":"medium","id":"27b02baa-72fb-4286-9a9b-c14e04733fb5","enabled":true,"sid":"MT0c20c1895f0c2a56fd66038639f154f9","name":"27b02baa-72fb-4286-9a9b-c14e04733fb5","state":"ready"}]}}
", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/162559.538:INFO:CONSOLE(118)] "Wed May 09 2018 16:25:59 GMT-0500 (Central Daylight Time) | sip.dialog | new UAC dialog created with status CONFIRMED", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/162559.554:WARNING:webrtcvideoengine.cc(1724)] RTX SSRCs configured but there's no configured RTX payload type. Ignoring.
[0509/162559.556:WARNING:peerconnection.cc(4859)] Candidate has an unknown component: Cand[:1:2:udp:2013266430:[fe80::849:f9ff:fe5a:a862]:18516:local::0:5UTg:7DRPE5LbWxuEobbF8SHCX2:0:0:0] for content: audio
[0509/162559.556:WARNING:peerconnection.cc(4859)] Candidate has an unknown component: Cand[:2:2:udp:2013266429:34.203.254.139:15902:local::0:5UTg:7DRPE5LbWxuEobbF8SHCX2:0:0:0] for content: audio
[0509/162559.569:INFO:CONSOLE(118)] "Wed May 09 2018 16:25:59 GMT-0500 (Central Daylight Time) | sip.transport | sending WebSocket message:

ACK sip:172.18.23.150:443;transport=wss SIP/2.0
Via: SIP/2.0/WSS 0kkuugdjkjc6.invalid;branch=z9hG4bK9813153
Max-Forwards: 70
To: <sip:orchestrator@endpoint.twilio.com>;tag=80305143_6772d868_43fa031d-8289-41ca-9bc8-d724772aebee
From: <sip:dd01a195-acc0-4829-84a8-e5c2316778b7@endpoint.twilio.com>;tag=3h0pob7nth
Call-ID: itll7qifs1ldgqg6mnbg
CSeq: 2381 ACK
Supported: outbound, room-signaling, timer
User-Agent: SIP.js/0.7.7
Content-Length: 0


", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/162559.574:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/162559.578:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/162559.580:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/162559.581:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/162559.583:INFO:CONSOLE(118)] "Wed May 09 2018 16:25:59 GMT-0500 (Central Daylight Time) | sip.transport | sending WebSocket message:

INFO sip:172.18.23.150:443;transport=wss SIP/2.0
Via: SIP/2.0/WSS 0kkuugdjkjc6.invalid;branch=z9hG4bK988905
Max-Forwards: 70
To: <sip:orchestrator@endpoint.twilio.com>;tag=80305143_6772d868_43fa031d-8289-41ca-9bc8-d724772aebee
From: <sip:dd01a195-acc0-4829-84a8-e5c2316778b7@endpoint.twilio.com>;tag=3h0pob7nth
Call-ID: itll7qifs1ldgqg6mnbg
CSeq: 2382 INFO
Content-Type: application/room-signaling+json
Event: room-signaling
Info-Package: room-signaling
Supported: outbound, room-signaling, timer
User-Agent: SIP.js/0.7.7
Content-Length: 588

{"type":"update","version":1,"participant":{"revision":1,"tracks":[{"enabled":true,"id":"211f8554-d292-4244-8584-0661cdbbd1c8","kind":"audio","name":"211f8554-d292-4244-8584-0661cdbbd1c8"},{"enabled":true,"id":"27b02baa-72fb-4286-9a9b-c14e04733fb5","kind":"video","name":"27b02baa-72fb-4286-9a9b-c14e04733fb5"}]},"peer_connections":[{"ice":{"candidates":[{"candidate":"candidate:4106396162 1 udp 2113937151 192.168.1.39 57494 typ host generation 0 ufrag LPcR network-cost 50","sdpMid":"audio","sdpMLineIndex":0}],"revision":1,"ufrag":"LPcR"},"id":"d059ad00-4ab2-4647-b89d-331ca7938fdf"}]}
", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/162559.584:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/162559.585:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/162559.586:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/162559.587:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/162559.587:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/162559.590:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/162559.592:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/162559.595:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/162559.596:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/162559.597:INFO:CONSOLE(115)] "2018-05-09", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (115)
[0509/162559.606:WARNING:stunport.cc(399)] Jingle:Port[0AA51590:audio:1:0:local:Net[any:0:0:0:x:x:x:x:x/0:Unknown]]: StunPort: stun host lookup received error 0
[0509/162559.619:INFO:CONSOLE(118)] "Wed May 09 2018 16:25:59 GMT-0500 (Central Daylight Time) | sip.transport | sending WebSocket message:

INFO sip:172.18.23.150:443;transport=wss SIP/2.0
Via: SIP/2.0/WSS 0kkuugdjkjc6.invalid;branch=z9hG4bK1478817
Max-Forwards: 70
To: <sip:orchestrator@endpoint.twilio.com>;tag=80305143_6772d868_43fa031d-8289-41ca-9bc8-d724772aebee
From: <sip:dd01a195-acc0-4829-84a8-e5c2316778b7@endpoint.twilio.com>;tag=3h0pob7nth
Call-ID: itll7qifs1ldgqg6mnbg
CSeq: 2383 INFO
Content-Type: application/room-signaling+json
Event: room-signaling
Info-Package: room-signaling
Supported: outbound, room-signaling, timer
User-Agent: SIP.js/0.7.7
Content-Length: 604

{"type":"update","version":1,"peer_connections":[{"ice":{"candidates":[{"candidate":"candidate:4106396162 1 udp 2113937151 192.168.1.39 57494 typ host generation 0 ufrag LPcR network-cost 50","sdpMid":"audio","sdpMLineIndex":0}],"revision":2,"ufrag":"LPcR","complete":true},"id":"d059ad00-4ab2-4647-b89d-331ca7938fdf"}],"participant":{"revision":1,"tracks":[{"enabled":true,"id":"211f8554-d292-4244-8584-0661cdbbd1c8","kind":"audio","name":"211f8554-d292-4244-8584-0661cdbbd1c8"},{"enabled":true,"id":"27b02baa-72fb-4286-9a9b-c14e04733fb5","kind":"video","name":"27b02baa-72fb-4286-9a9b-c14e04733fb5"}]}}
", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/162559.624:INFO:CONSOLE(118)] "Wed May 09 2018 16:25:59 GMT-0500 (Central Daylight Time) | sip.transport | received WebSocket text message:

SIP/2.0 200 OK
CSeq: 2382 INFO
Call-ID: itll7qifs1ldgqg6mnbg
From: <sip:dd01a195-acc0-4829-84a8-e5c2316778b7@endpoint.twilio.com>;tag=3h0pob7nth
To: <sip:orchestrator@endpoint.twilio.com>;tag=80305143_6772d868_43fa031d-8289-41ca-9bc8-d724772aebee
Via: SIP/2.0/WSS 127.0.0.1:58216;branch=z9hG4bK988905;rport=58216
Server: Twilio
Contact: <sip:172.18.23.150:443;transport=wss>
Supported: room-signaling
X-Twilio-CallSid: CAb95311787cb181c768bc2f3886b29a09
X-Twilio-LegInfo: external
X-Twilio-TlsVerify: true
Content-Length: 0


", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/162559.628:INFO:CONSOLE(118)] "Wed May 09 2018 16:25:59 GMT-0500 (Central Daylight Time) | sip.transport | received WebSocket text message:

INFO sip:roq98ofc@127.0.0.1:58216;transport=wss;ob SIP/2.0
CSeq: 1 INFO
From: <sip:orchestrator@endpoint.twilio.com>;tag=80305143_6772d868_43fa031d-8289-41ca-9bc8-d724772aebee
To: <sip:dd01a195-acc0-4829-84a8-e5c2316778b7@endpoint.twilio.com>;tag=3h0pob7nth
Call-ID: itll7qifs1ldgqg6mnbg
Max-Forwards: 69
Via: SIP/2.0/WSS 172.18.23.150:443;branch=z9hG4bK43fa031d-8289-41ca-9bc8-d724772aebee_6772d868_227-2122430168265123259
Content-Type: application/room-signaling+json
Recv-Info: room-signaling
Info-Package: room-signaling
Supported: room-signaling
User-Agent: Twilio Gateway
X-Twilio-CallSid: CAb95311787cb181c768bc2f3886b29a09
X-Twilio-LegInfo: external
X-Twilio-TlsVerify: true
Content-Length: 1229

{"version":1,"type":"update","sid":"RMb2a41e761e3c70fdf71a83bbc20f227a","name":"RMb2a41e761e3c70fdf71a83bbc20f227a","participant":{"sid":"PAb67a11d1311fbf4189a59256d7799ddf","identity":"BhanuShree","tracks":[{"kind":"audio","priority":"medium","id":"211f8554-d292-4244-8584-0661cdbbd1c8","enabled":true,"sid":"MTa46a72348c55d0e8c2e8d0ede3d3f7de","name":"211f8554-d292-4244-8584-0661cdbbd1c8","state":"ready"},{"kind":"video","priority":"medium","id":"27b02baa-72fb-4286-9a9b-c14e04733fb5","enabled":true,"sid":"MT0c20c1895f0c2a56fd66038639f154f9","name":"27b02baa-72fb-4286-9a9b-c14e04733fb5","state":"ready"}],"revision":1,"state":"connected"},"participants":[],"recording":{"enabled":true,"revision":1},"subscribe":{"revision":1,"unsubscribe":[]},"subscribed":{"revision":1,"tracks":[]},"published":{"revision":1,"tracks":[{"kind":"audio","priority":"medium","id":"211f8554-d292-4244-8584-0661cdbbd1c8","enabled":true,"sid":"MTa46a72348c55d0e8c2e8d0ede3d3f7de","name":"211f8554-d292-4244-8584-0661cdbbd1c8","state":"ready"},{"kind":"video","priority":"medium","id":"27b02baa-72fb-4286-9a9b-c14e04733fb5","enabled":true,"sid":"MT0c20c1895f0c2a56fd66038639f154f9","name":"27b02baa-72fb-4286-9a9b-c14e04733fb5","state":"ready"}]}}
", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/162559.643:WARNING:basicportallocator.cc(837)] Discarding candidate because port is already done gathering.
[0509/162559.644:INFO:CONSOLE(118)] "Wed May 09 2018 16:25:59 GMT-0500 (Central Daylight Time) | sip.transport | sending WebSocket message:

SIP/2.0 200 OK
Via: SIP/2.0/WSS 172.18.23.150:443;branch=z9hG4bK43fa031d-8289-41ca-9bc8-d724772aebee_6772d868_227-2122430168265123259
To: <sip:dd01a195-acc0-4829-84a8-e5c2316778b7@endpoint.twilio.com>;tag=3h0pob7nth
From: <sip:orchestrator@endpoint.twilio.com>;tag=80305143_6772d868_43fa031d-8289-41ca-9bc8-d724772aebee
Call-ID: itll7qifs1ldgqg6mnbg
CSeq: 1 INFO
Supported: outbound, room-signaling, timer
User-Agent: SIP.js/0.7.7
Content-Length: 0


", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/162559.647:INFO:CONSOLE(118)] "Wed May 09 2018 16:25:59 GMT-0500 (Central Daylight Time) | sip.transaction.nist | Timer J expired for non-INVITE server transaction z9hG4bK43fa031d-8289-41ca-9bc8-d724772aebee_6772d868_227-2122430168265123259", source: http://localhost:54352/VideoChat/Fms/UselessScript.js (118)
[0509/162559.660:INFO:CONSOLE(118)] "Wed May 09 2018 16:25:59 GMT-0500 (Central Daylight Time) | sip.transport | received WebSocket text message:

SIP/2.0 200 OK
CSeq: 2383 INFO
Call-ID: itll7qifs1ldgqg6mnbg
From: <sip:dd01a195-acc0-4829-84a8-e5c2316778b7@endpoint.twilio.com>;tag=3h0pob7nth
To: <sip:orchestrator@endpoint.twilio.com>;tag=80305143_6772d868_43fa031d-8289-41ca-9bc8-d724772aebee
Via: SIP/2.0/WSS 127.0.0.1:58216;branch=z9hG4bK1478817;rport=58216
Server: Twilio
Contact: <sip:172.18.23.150:443;transport=wss>
Supported: room-signaling
X-Twilio-CallSid: CAb95311787cb181c768bc2f3886b29a09
X-Twilio-LegInfo: external
X-Twilio-TlsVerify: true
Content-Length: 0


